,text,emotion,sentiment
9153,would practice holding hand using mine feeling joints feel caring love tight enough know never letting go,love,positive
9154,finally fell asleep feeling angry useless still full anxiety,anger,negative
9155,really feel valued,joy,positive
9156,expect reps make ache really especially often lift heavier reps say feel muscles aching already,sadness,neutral
9157,would feel nostalgic young age,love,negative
9158,know feels like youre dying youre working sweet refreshed feeling afterwards worth,love,positive
9159,feel subaru stops innocent presented beginning begins turn depressed young man x also kicks ass,joy,positive
9160,ive thinking maximize potential know make wee apartment spacious feeling glamorous flat,joy,negative
9161,feel fearful vulnerable within relationship see others trustworthy turn trust,fear,negative
9162,thankful though things bit overwhelming sent people lives help feel neurotic,fear,positive
9163,wanted upgrade characters creating engage battles similar setting transformations raising energy flashy colors chaotic explosions feelings desperation adversary beaten etc,sadness,negative
9164,feel important support extra money able go pub drink anywhere else wish,joy,positive
9165,feel determined nudge holy spirit end slumber self love,joy,positive
9166,feel hopeless,sadness,neutral
9167,mean geez cara raised feel compassion love feeling tortured beaten young age thats mord sith work,anger,positive
9168,almost feel intimidated attempt describe,fear,neutral
9169,made take mind feeling soooo rotten,sadness,neutral
9170,feel shaken im far far age group targeted,fear,positive
9171,feel like sociable someone going chilling somewhere,joy,negative
9172,feel shocked robbed shaken everything thought wanted,surprise,negative
9173,commented trying keep voice reasonably free feelings gripped believe beaten hendricks,sadness,positive
9174,general feeling unpleasant heaviness stomach,sadness,negative
9175,feel pretty terrified immature ready,fear,positive
9176,feel bit rotten,sadness,neutral
9177,finally feel content life,joy,neutral
9178,im faced dreading feeling wont work vain,sadness,neutral
9179,feeling wonder dangerous place could settled mentality enmayi bring possibility,anger,negative
9180,feel ashamed youre perfectly fine granting,sadness,positive
9181,almost feel startled,fear,neutral
9182,also feel much triumphant homework reading,joy,positive
9183,remind reminded passions opinions feel incredibly agitated frustrated ball energy channel travel,fear,positive
9184,feel need punished,sadness,neutral
9185,feel blessed loved people around,love,positive
9186,want push think terms discipline pro goal pro choice immediately default feeling deprived,sadness,neutral
9187,feel like times lauren trying help friend see boyfriend lousy guy yes might best friends never let go good,sadness,positive
9188,know also upset increasingly get feeling pleasant accessory,joy,positive
9189,feel support women infertility problems valuable personal counseling available restricted number individuals,joy,positive
9190,dint feel strong pain yet cramping comes go like used menses,joy,positive
9191,im feeling whiney going alone conversion,sadness,neutral
9192,im going feel fabulous amazing healthy,joy,positive
9193,feel absolutely guilty crazy time pregnant suppose get rounder,sadness,negative
9194,feeling amazing disappointed lab work december came back way previous year overall good enough protein diet,surprise,positive
9195,creative muse feels low lack words haiku haiku heights prompt confession p,sadness,positive
9196,im feeling petty right,anger,positive
9197,feeling fabulous week though feel convicted saying attitude turned around health thankful trying share positive attitude people,joy,positive
9198,feel weepy lot,sadness,neutral
9199,feel honoured prizes year local photography exhibition recently asked getty images quite number photos part world renowned collection photographic images,joy,neutral
9200,feel really lucky making living think important pass word tap dance,joy,positive
9201,stray feel pains loneliness discontent,sadness,neutral
9202,im feeling rebellious need something relieve turmoil body,anger,neutral
9203,get head didnt anything wrong feelings someone else one doesnt appear considerate,love,negative
9204,forgot take meds morning predictably feeling irritable less predictably sitting day thinking ima kill bitch dont get hands chocolate cupcake,anger,negative
9205,feel suspicious see redundant use credential,fear,negative
9206,feel like crap supporting living instead mom,joy,negative
9207,hope two feel vain,sadness,neutral
9208,feel eager anticipation,joy,neutral
9209,feel like town loner things need day suspicious bag,fear,neutral
9210,im feeling hot week minor struggle im pushing trying smile way,love,positive
9211,even got mad god little feel like im punished,sadness,negative
9212,feel blessed know personally admire things accomplished,joy,positive
9213,im going say know activities balance start feeling burdened something supposed fun,sadness,positive
9214,feel ugly lately,sadness,negative
9215,feel like ive got content print work read,joy,neutral
9216,im going lie sometimes hearing say things recordings makes feel weird insecure like quote states good thing,fear,negative
9217,remember feeling lonely child room even though lot toys keep occupied,sadness,negative
9218,feel sympathetic mr,love,positive
9219,feel place tragic,sadness,negative
9220,feel rejected although admit used,sadness,neutral
9221,feel id passionate invest time mention enjoy writing,joy,positive
9222,passionate obama supporter woman feel twinges guilt times fact supporting first woman real shot presidency,love,positive
9223,spent rest morning feeling discouraged disappointed,sadness,negative
9224,feel falling love quite lovely,love,positive
9225,feel important give views regarding events took place general synod last week,joy,positive
9226,feel pressured come something else funny write,fear,positive
9227,want irreplaceable find person makes feel way think id rather stay single im number whats point refuse something settle maybe im stubborn feel idrc,anger,negative
9228,feel strongly could helping people unsure within us,fear,positive
9229,know still feels unpleasant,sadness,negative
9230,wish didnt feel afraid talk new people,fear,negative
9231,ive feeling indecisive lately,fear,negative
9232,feel bit helpless good terms step plate get ready,sadness,positive
9233,feel broke inside wont admit cause miss soo hard say goodbye comes,sadness,negative
9234,ride sunday still feeling little apprehensive monday decided title lunge href http en,fear,negative
9235,see feel free post photos href http facebook,joy,positive
9236,imagine countless law suits counter law suits based people feeling boo hoo hoo precious civil rights violated,joy,positive
9237,boy admitted medicine school uncle coming back fron canada next week father told happy moment,joy,positive
9238,sick feeling hated lonely dumb unloved forgotten,anger,negative
9239,floating flashback feeling heaviness nostalgic heart,love,negative
9240,confess feeling nervous made way event venue,fear,neutral
9241,think sleeping good since ive feeling sleep deprived summer,sadness,positive
9242,feel festive christmas week,joy,neutral
9243,hope didnt get feeling didnt want make feel bad bringing,sadness,negative
9244,feel market somewhat dangerous position traders end wrong side right,anger,negative
9245,think worse feel shoes would devastated least far concerned sort blue,sadness,negative
9246,feeling absolutely ecstatic morning,joy,positive
9247,feel travel back fond memories inside flashback thoughts view achieved wonderland,love,neutral
9248,feel sincere,joy,positive
9249,im going help feel regretful buy ice cream next time see,sadness,neutral
9250,feel pain remember im thats relax little breathe normally calm,joy,positive
9251,felt like talking know say cause real damage least cousin feel alone needed anyway tell could take battalion necessary,sadness,negative
9252,asked comment feel receiving award said feel embarrassed right,sadness,positive
9253,feel like gone broke,sadness,neutral
9254,woke feeling listless dehydrated weekend included strip club tackle football hours binge drinking hockey game decided go work,sadness,negative
9255,feel privileged think homes grew still exist,joy,neutral
9256,left feeling annoyed angry thinking center stupid joke,anger,negative
9257,begins feel grow fond asks leave alone good,love,positive
9258,guess feel ugly sort way,sadness,negative
9259,tuck fear back quiet chamber heart ponder another day feeling less brave,joy,positive
9260,feeling stressed little lonely earlier feel stressed lonely sick,sadness,negative
9261,feel charlie generous sharing writing credit clearly could done music without,love,positive
9262,feel cute girlie dress way,joy,positive
9263,say first time filled chocolates feel like fabulous job,joy,positive
9264,need place feel valued,joy,neutral
9265,know let people decide happiness damn feels like either risk happiness please people much hate school school fucking pathetic deserve time money,sadness,negative
9266,slow bit stay partly feeling like start win give partly afraid push kill trying stay,fear,negative
9267,feeling joyful despite caribbean island fantastic diving learning new exciting skills dive master coaching clients north america bring joy,joy,positive
9268,feel earth move tribute carole king karaoke mix bewertung rel nofollow target blank,sadness,neutral
9269,feel better cuz listen song img src http ifyouwanttoknow,joy,positive
9270,may smitten shy might even bat eyelashes times smile cant help feel charmed,joy,negative
9271,may give much sooner days feel like im gonna die ive curious,surprise,positive
9272,feel like ass ask someone delicious looking dessert made,joy,positive
9273,lie bed legs constant motion feel control shaken tapped something,fear,neutral
9274,feel though snowglobe shaken im still flying air,fear,neutral
9275,mustered energy feel christmassy remember feeling kind pissed bad timing everything,anger,negative
9276,im years old must admit made feel uncomfortable,fear,negative
9277,remember started feeling homesick,sadness,neutral
9278,feeling low,sadness,neutral
9279,feel like miserable im happy,sadness,negative
9280,im feeling bit neurotic ill lose job,fear,negative
9281,feel submissive place work environment,sadness,neutral
9282,feel bit insulted nothing like women bloody hate incessant bitching general bloody nothing time,anger,negative
9283,im feeling festive dont think posted good picture tree,joy,positive
9284,feeling angry feeling self conscious shorts wishing wasnt alone,anger,negative
9285,feel love men abused,sadness,positive
9286,feel like discontent work load,sadness,neutral
9287,ive feeling really spiteful lately think ill sit listen rammstein,anger,negative
9288,feel like soda shaken turbulently flew violently container moment felt air exchanging freedom,fear,negative
9289,feel hostile thought taking credit card,anger,neutral
9290,feel insecure lack confidence,fear,negative
9291,still didnt start feeling contractions tender mercy would come st matter,love,neutral
9292,feel bitter see become,anger,negative
9293,thirteen unsure unsure feels shishido senpai although always admired,love,neutral
9294,didnt go cardboard goals feel successful turned,joy,positive
9295,aware one traumatic memory surfacing leaving feeling nauseas gently terrified always,fear,positive
9296,ive feeling disgusted ashamed,anger,negative
9297,exactly weeks train prepare perfect week one almost done im feeling excited trying get nervous look ahead longer runs schedule,joy,positive
9298,feel dont mention food dont think ur considerate noticing obsession talking,love,neutral
9299,recall ever feeling carefree,joy,neutral
9300,feel like ive missed calling vet could spend day every day visiting gods precious magnificent creatures,sadness,positive
9301,happy finally feel like something compassionate,love,positive
9302,guess man knows make every one feel special,joy,positive
9303,could feel moms presence friends family supporting day,love,positive
9304,feel like havent shaken lately,fear,negative
9305,feeling reassured wave missing hits,joy,negative
9306,feel like put bag shaken otherwise ok,fear,positive
9307,im feeling wimpy know one year old sent old country year parents work,fear,positive
9308,im tired feeling dumb,sadness,negative
9309,im really fan seafood feel quite sorry people kill live clams prawns shark fins,sadness,negative
9310,normally able express feel particularly im excited happy,joy,positive
9311,awaken mild night sweat usually feel hot fever want remove blankets,love,positive
9312,feel like deserve punished way amp search ways self harm non lethal overdose etc,sadness,neutral
9313,feel like recipes kinds words title perfect famous ultimate grand supreme ect,joy,positive
9314,im taking naps day havent really feeling sleep deprived day ive cut caffeine intake third used since coming back uk,sadness,positive
9315,feel like mollusk repeatedly beaten wet cloth stabbed times back sake,sadness,negative
9316,feel bit naughty making public remembered made feel like shit confidence stripped,love,negative
9317,feel foolish,sadness,neutral
9318,feel dumb going,sadness,negative
9319,feel agitated annoyed see feel darkness everywhere,fear,negative
9320,seen solopgangfor see love woman eyes feel touch precious barnog know mother love,joy,positive
9321,feel messy,sadness,negative
9322,feel going sneeze therefore beloved think,joy,positive
9323,think unconsciously subconsciously feel like vile vile,anger,neutral
9324,feel valuable today ever,joy,neutral
9325,close eyes recite following mantra every day whenever feeling unsure frustrated shiftless progress towards top body,fear,negative
9326,say still feel completely rotten constantly exhausted,sadness,negative
9327,feel sooo soo lucky,joy,positive
9328,feel like ever start feel happy consistent amount time end,joy,positive
9329,feel accepted respected loving loyal generous,love,positive
9330,stopped feeling surprised,surprise,positive
9331,feel super warm nice smile cry,joy,positive
9332,try speak stand simply try insert conversation feel selfish like attention whore,anger,negative
9333,sometimes feel nostalgic feel need go back look old blog posts say without knowing record hold many memories,love,positive
9334,could walk slow pace browse booth long wanted dart shops main street without feeling rushed,anger,negative
9335,feel hopeless usually want scream,sadness,negative
9336,feel valuable quality children exhibit questioning curious mind especially regard,joy,negative
9337,feeling half joked ive undressing eyes months already rest eager share fun,joy,positive
9338,feel triumphant ive found,joy,neutral
9339,still feel longing inspite sitting front,love,neutral
9340,combinations frozen yogurt food art many snaps making feel miserable life still stuck office,sadness,negative
9341,feel im fairly generous person dont sell give away trudgers make except gifts close friends relatives,love,positive
9342,im kitchen glance lovely robins egg blue binding feel assured anything ever need know food found within pages,joy,positive
9343,feel highly disadvantaged,sadness,positive
9344,ive recently started building ig army themed around everyones favorite strategy game x com im feeling army isnt k lore friendly bit cartoonish,joy,positive
9345,vocalize pain hurt feel like outsider others tell dont think never see hand told im faithful ive committed service coming everything,joy,neutral
9346,feel jealous know go women,anger,neutral
9347,however feel bit envious people different perfumes different seasons,anger,neutral
9348,feel amazing tonight,joy,positive
9349,end feeling unwelcome go spare bedroom used coat closet take xanax saving entire time pass,sadness,neutral
9350,ask know things everything changes feel bit shaky try keep leading edge huge amount change invited allow come alignment catch,fear,positive
9351,feel awful missing school,sadness,negative
9352,remote feel terrific great worth,joy,positive
9353,feeling suspicious snooped computer,fear,neutral
9354,feel going strengthen divas division even talented female wrestlers gonna see things shake,joy,positive
9355,response,anger,neutral
9356,would one screaming yelling ive handed bill paying responsibilities family feel peace idiotic long distance calls seem accrue every month,sadness,negative
9357,wish could say led feeling socially accepted,joy,positive
9358,supposed feel special even care e barista man,joy,positive
9359,days work feeling relaxed lucky share enjoy hubby,joy,positive
9360,sat feeling helpless like moment episode walking dead,fear,negative
9361,dont know feel frantic really want particular song little girl,fear,positive
9362,feel disturbed thanks psychopath useless fake story,sadness,negative
9363,look balance commercial titles feel could support artistic interpretation,joy,positive
9364,feel movies says fact name means doomed,sadness,neutral
9365,remember getting car body feeling really lame,sadness,negative
9366,im go look start feel calm think phone probably died,joy,positive
9367,im feeling pretty determined right keep determination flowing,joy,positive
9368,feel like every day grow stronger become less needy someone fill role,sadness,negative
9369,also hate feeling forcing values onto others celebrating buying others gifts sake supporting consumerism,joy,negative
9370,ended eating lots carbs days feel pressured eat bunch last day,fear,neutral
9371,feel ending bit rushed wonder might missed certain signs small thing story happens addictive dont notice time passing,anger,negative
9372,wasnt one feeling pleased laurie beside old structures artefacts still sitting around untouched pretty much condition day last locomotive went,joy,positive
9373,wasnt self conscious atrocious singing think id tempted break whenever colleague feeling defeated,sadness,negative
9374,ill feel uncomfortable although always heard people friends around calling loved one honey babe angel darling peaches pickle gt,fear,negative
9375,feel prepare hurricanes every day week end night three precious storms leave trail throughout home,joy,positive
9376,listen song feel sorrowful atmosphere,sadness,neutral
9377,feel around hollywood way lovely girl marilyn walk fame really great,love,positive
9378,feel offended used disgusted,anger,negative
9379,actively seeking gods heart feel lethargic directionless slow comes see god even think god sees,sadness,negative
9380,feeling pretty optimistic final product,joy,positive
9381,went work feel stunned numb,surprise,negative
9382,start enjoying becomes part general fabric feeling joyful everyday activities,joy,positive
9383,feel satisfied sad time,joy,neutral
9384,feeling little shaky called day small bike,fear,negative
9385,feel sucked back vicious cycle starts every time open door every time show back back hints love youre afraid,anger,negative
9386,want able get without feeling weird bathing suit,fear,neutral
9387,feel like weird limbo childhood adulthood,fear,negative
9388,noticed increasing frustration feel petty artificially created drama,anger,negative
9389,get feeling im valued potential welcome,joy,positive
9390,feel irritable like running def cure,anger,neutral
9391,dont drink green charged water days feel irritable disoriented,anger,negative
9392,feel strange pangs loneliness emptiness bubble,surprise,negative
9393,tired feel fucked,anger,negative
9394,also feel strange ripe old age twenty three want goddamn life partner,fear,positive
9395,im feeling bit jaded,sadness,neutral
9396,think really made us decide stay multiband made us feel valued listen fact student need homework,joy,positive
9397,think thin line effectual love hero worship actions toward asami make feel especially positive toward,joy,positive
9398,feel quite proud wonderful feeling years feeling anything,joy,positive
9399,suppose natural squeeze every half hour last five days spend time family making memories friends promising feels like someone elses life numb way,sadness,negative
9400,say helpless phone muttered love love feeling always feel sweet always feel nothing person undertaking matter,love,positive
9401,feel extremely awkward interview people job,sadness,negative
9402,really hope shares feelings would wonderful together,joy,positive
9403,feel dismayed feel like everything thought true lie one thing never say good bye,sadness,positive
9404,feel pleased see proud,joy,positive
9405,feeling anxious im watching important game im avoiding bar asshole broke heart im missing meeting cute boys,fear,positive
9406,think thats exactly ill love year school leaving time whereas feels sad leave behind friends years within music department well year form ive worked years amazing violin pupils,sadness,negative
9407,im feeling inspired hasnt stopped raining least week sun look like,joy,negative
9408,feel really anxious,fear,negative
9409,feel terribly unkind say span style font size,anger,negative
9410,feel like popular,joy,positive
9411,feel resentful,anger,neutral
9412,im feeling pretty miserable sorry,sadness,negative
9413,would plunge icy depths feeling invigorated invincible,joy,negative
9414,feel obnoxious another vocab word,anger,neutral
9415,feel utterly joyful brimming gratitude,joy,neutral
9416,im feeling guilty written beautiful poetic post expressing thankful,sadness,positive
9417,looked husband even though love love heart feelings felt today stood vulnerable grew deep strong didnt realise could love anymore,fear,positive
9418,save recipes springpad im feeling adventurous might try something new,joy,positive
9419,feel completely blessed wonderful family friends,joy,positive
9420,feel whiney today one week surgery major abdominal surgery,sadness,positive
9421,ive feeling weepy sensitive today time rolls towards anniversary fathers death,sadness,positive
9422,remember feeling impatient endless convoluted fairy tale told throughout book,anger,negative
9423,feel liked days tom,love,positive
9424,im sure feel theres empty space left,sadness,positive
9425,believe feeling duality spirituality suffering growth upright position offers manifestation happiness simple joys fulfillment,sadness,positive
9426,twisted mean use feeling ok,joy,negative
9427,im little worried feel protagonist may likeable enough average person based focus group one,joy,negative
9428,admit feel little envious hear young writers well,anger,negative
9429,feeling going happen accepted job offer life likes throw lots curveballs,love,neutral
9430,feel like need tattoo peggy mara quote onto arm see next time feel disgusted disdainful disappointed children behavior,anger,negative
9431,found day feeling stressed unsure abilities,sadness,neutral
9432,would feel devastated,sadness,neutral
9433,thinking keeping current feel need keep entertained babysat giving work projects needed,joy,neutral
9434,look beefy even though older feel dirty feel like one would like one,sadness,negative
9435,wonder feel surprised things different expected,surprise,neutral
9436,remembered seeing pieces feeling impressed seeing surprised blinded memories,surprise,positive
9437,feel like missed bit reading series order,sadness,neutral
9438,risk feeling vulnerable feeling everyone staring examining every little dimple thigh sag arm,fear,negative
9439,love making feel welcomed excited starting high school,joy,positive
9440,feel like cute little case kind hidden,joy,positive
9441,feel really bouncy absolutely reason head hurts bit trying remember books im going simply read,joy,positive
9442,know feeling strange sense serendipity minds collide pages,fear,negative
9443,apologize anyone may feel neglectful slacker mcslackerson,sadness,neutral
9444,think enjoyed event made feel welcomed,joy,positive
9445,im stoned endorphin feel leg muscles seizing petrified meat,fear,neutral
9446,feeling rejected became laughing stock among peers,sadness,neutral
9447,want feel like casting director going take one look say amazing,joy,positive
9448,remember feeling frantic point,fear,neutral
9449,feel successful lazy mom,joy,positive
9450,feel like get something really cool could easily turn finished piece kind get two hours,joy,positive
9451,im still feeling terrible even though ive good days,sadness,negative
9452,drove away today feeling overwhelmed news heard trillion times news heart knows already,fear,neutral
9453,stressed finally come end feel relieved,joy,neutral
9454,love feeling cold nipping nose im warm clothes,anger,positive
9455,hoped feel shiver ran maybe startled pulled away,fear,neutral
9456,honestly hoped wake one day feeling terrible crying blood whatever,sadness,negative
9457,read premonition rare feeling caught dewi lestari plays metaphors crazily charming words,joy,positive
9458,drawn totally solid neutral bags black brown throw vibrant patent red maybe feeling dangerous metallic clutch usually adventurous get accessories,anger,negative
9459,feel numb,sadness,negative
9460,actually feel excited first time long time,joy,positive
9461,feel like embarrassed anything cannot let go,sadness,neutral
9462,feel like im troubled sad anti social person,sadness,negative
9463,im feeling ugly,sadness,negative
9464,feel kinda worthless unwanted times cuz ive always felt im ugliest among friends cuz freaking pretty oh dayummm like forever feeling inferior stuff la,sadness,negative
9465,im feeling sad remind talented good things also see things inspire place,sadness,positive
9466,feel romantic add visit ipod loaded dark synthwave amp early college radio alternative cure neds atomic dustbin candy skins posies pixies blur james springhouse morrissey,love,negative
9467,still feelings broke month friends moment want back well,sadness,neutral
9468,feel violent want break glass,anger,negative
9469,make assumptions based see think feel wondered strange things,fear,negative
9470,feel like waiting unpleasant meeting someone authoritative position,sadness,negative
9471,feeling ok incision sore expected neuropathy fingers toes residual chemo ive told may take year resolve indeed,joy,positive
9472,feel ashamed unproductive days,sadness,neutral
9473,ignore shell keep trying trying trying till break feel horrible,sadness,negative
9474,feeling nostalgic grateful,love,negative
9475,feel helpless mother able take pain away small child could young adult age hurts see pain,fear,positive
9476,drive home feel like petty thief stolen exposures crudely stuck camera ancients,anger,negative
9477,refuse let feel bitter small sacrifices make,anger,negative
9478,im zooming right second trimester feel fantastic trinity,joy,positive
9479,feel uptight wonder dont know whats right,fear,positive
9480,sing decently coming kind family always feel like im less talented ive never really tried learn,joy,positive
9481,share feel valuable information,joy,neutral
9482,im packing leave school feeling sentimental,sadness,negative
9483,sooooo understand feeling like ugly brown pair shoes world designer tuxedos complete diamond cufflinks,sadness,negative
9484,feel troubled,sadness,negative
9485,love love feel lethargic sweat three days,sadness,positive
9486,dazed confused drowned women looks looks wise man feel doomed aspire,sadness,negative
9487,like much feel im obnoxious getting involved somethign nothing,anger,positive
9488,feel like fans see girls wimpy good guys,fear,positive
9489,ive going liquor stores life still feel bit dirty walking one like im something shouldnt,sadness,negative
9490,ever feel admired virtually everything,love,neutral
9491,feel like words today passage send church today warning much jesus sending beloved disciples warning,joy,positive
9492,feel disturbed unreasonable lie life taking towards,sadness,neutral
9493,feel like many years left live contented lay bed lights listen ayumi,joy,positive
9494,feel super bad thanksgiving seems disappear year would lying said werent excited official christmas time,joy,positive
9495,back home feeling restless,fear,neutral
9496,hit ground feel daddy let go completely get terrified,fear,positive
9497,ive also begun going round self edits first episode season three im feeling quite thrilled fitting together,joy,positive
9498,know million strollers babies world thought stroller made someone feel ive felt many times broke heart,sadness,positive
9499,feel compassionate toward bodys new limitations need become accustomed time takes middle age aging,love,positive
9500,feel dull inadequate around big house constrained extrovert home,sadness,negative
9501,feel summer session title bookmark digg rel nofollow target blank img src http www,sadness,neutral
9502,uploading photos feel sweet share lovers,love,positive
9503,noticed earlier involved group turn speak front class could feel nervous,fear,neutral
9504,feel fucked inside,anger,negative
9505,feel sooooooooooo fucked moment,anger,negative
9506,feel respected say matters,joy,neutral
9507,feel jaded,sadness,neutral
9508,choose feel deprived empowered,sadness,neutral
9509,missing important information anything please feel free post comments even though interested style years wearing style officially community year half,joy,positive
9510,feel annoyed img class aligncenter size full wp image src http mrdanbaird,anger,negative
9511,ive feeling particularly thankful husband sure sign brain tumor something terribly amiss noodle,joy,negative
9512,thought sarah felt movie thoughts feelings fears dont think jareths fault although think blamed think fault read whole labyrinth book wished come take toby away,sadness,positive
9513,aa meeting today really started feel isolated everyone room,sadness,positive
9514,would hurt make feel pain would vain,sadness,neutral
9515,went upstairs feeling gloomy disappointed switched phone silent mode watched notebook instead,sadness,negative
9516,im feeling intimidated achievements,fear,neutral
9517,im already feeling emotional chance say anything turns says love,sadness,positive
9518,hoped feel weakness bothered every song every joke hear,anger,neutral
9519,feel really blessed,joy,positive
9520,headed back office feeling satisfied maybe even bit self righteous id consoled friend,joy,positive
9521,feel yet heartless go men break heart,anger,neutral
9522,thought wont affected youre thinking feeling petty side digust,anger,neutral
9523,feeling like delicate wee flower given permission lay around drinking tea eating cream buns reveling passion poetry,love,negative
9524,feel honored kind support,joy,positive
9525,im also feeling pretty paranoid lot dont take drugs,fear,positive
9526,nuh must feel joyful victorious,joy,neutral
9527,sound feeling ballroom cd rel nofollow target blank va prandi sound feeling ballroom cd,sadness,positive
9528,im starting feel dull pain front head eyes,sadness,negative
9529,feel curious mission,surprise,negative
9530,feeling might perfect take tutorial,joy,positive
9531,feel like piece breakfast ok nutrition scale,joy,positive
9532,feel npr provides valuable service,joy,neutral
9533,feel low thinking motherland gives fresh boost energy,sadness,positive
9534,feel strangely calm everything literally line vote,joy,positive
9535,say couple things twice order weird context laughter mix would make tv audience feel like theyd missed joke,sadness,negative
9536,expecting say bittersweet feeling im feeling bitter,anger,negative
9537,feel fucked tape last year make sure get,anger,negative
9538,feel like play work trying precious expensive masterpiece,joy,neutral
9539,sort feel like one people unfortunate lost father life goes,sadness,negative
9540,ive feeling really unsuccessful lot ways,sadness,positive
9541,feeling rather sentimental expressed blessed mother also best friend,sadness,positive
9542,refer addiction matter many pairs never feel satisfied,joy,positive
9543,feeling could unpleasant experience working,sadness,negative
9544,feel like would liked ending better,love,positive
9545,feel honored show students excited giardina said,joy,positive
9546,feel little funny open personal sandblog admitting helps achieve wish worth,surprise,positive
9547,feel like would mask dull problems instead help work way,sadness,negative
9548,im looking forward seeing familiar faces saying thank importantly staying connected many wonderful ways make craftisan feel like isolated life,sadness,positive
9549,reached conclusion feel important think likely make feel good keep away bad unhappy feelings,joy,negative
9550,miss much every moment feel like miss even like far away ever distracted,anger,positive
9551,im going tell lot today feel defeated,sadness,neutral
9552,feel dull right,sadness,negative
9553,feeling bit apprehensive carrying amount large without protection,fear,positive
9554,feeling shaken walking along streets less able concentrate accident simultaneously worrying one due concentrating,fear,positive
9555,really didnt like feeling hated even heaviness chest still growing made muffled sound hideakis lips boy forcefully pressed daiki,sadness,negative
9556,feel gloomy yet excited,sadness,positive
9557,feel many might far eager point say see true trans guy feel right see knew trans people way fucked let look guy,joy,positive
9558,always feel eager escape though never really leaves,joy,negative
9559,feel important subject discuss,joy,positive
9560,feel gentle amusement,love,positive
9561,feel loving,love,positive
9562,hope knitters rise hurt feelings show loving caring people supporting olympians summer,love,positive
9563,plan making another post ive progress feel fucking fantastic,joy,positive
9564,feeling pressured even longest race one expected,fear,negative
9565,feel agitated sitting,fear,neutral
9566,feel need knock one beloved darlings list make room hugh laurie aka dr,joy,positive
9567,began feel isolated,sadness,neutral
9568,feel hostile towards sarcoidosis usual,anger,negative
9569,feel intelligent followers use href http twitter,joy,positive
9570,already gone morning run gyp feeling fairly energetic,joy,positive
9571,dont read traditions love much stranger opens door dont feel offended like trying send message rest world cant open,anger,positive
9572,feel agitated know quickly calm soothe,anger,positive
9573,take long sip feel cold sensation iced capp,anger,negative
9574,feel rock usually devastated,sadness,negative
9575,really sure came ive feeling lot compassionate forgiving lately,love,positive
9576,feel really thrilled learn,joy,positive
9577,allowed feel really shitty feelings running endorphins flowing hurt less b could pretend running away,sadness,positive
9578,often hear give feeling like longer folks surprised hear years old hyphen,surprise,positive
9579,dont want beg feet courtney hows new project coming courtney would give affirmation dont feel like submissive slug,sadness,positive
9580,feel awful reading someones emotional posts especially mine,sadness,negative
9581,feel place unfortunate feel sheer necessity stay away home,sadness,negative
9582,im writing people like oh feel bad dont want dont expect,sadness,negative
9583,dont know feel dismayed pleased tells taken new staff first time years,sadness,positive
9584,ive vented cried im little calm feeling less hostile,anger,negative
9585,allow sit cycle today cause nasty big blow fight public feel humiliated proven right unstable bad person,sadness,negative
9586,yet gotten married coupled pressures senior pastor coupled reality glaring inexperience made feel quite stressed,anger,positive
9587,insane appreciation simplicity feel much compassionate still feel like sarcastic sense humor,love,negative
9588,feel soooo impatient,anger,negative
9589,could leave spitak come back two years town neighbors school children shouting name feel welcomed,joy,neutral
9590,feel like bitter towards people upper class upper class,anger,negative
9591,know least one person besides feeling nervous anxious getting started,fear,negative
9592,might start feeling nervous tomorrow im sure,fear,positive
9593,wasnt feeling ashamed spent whole lotta time precious energy mind,sadness,positive
9594,feel scared,fear,neutral
9595,still think worth posting reminder next time feel anxious,fear,positive
9596,ive also made sugar measurements feel like cup sweet,joy,positive
9597,remember feeling outraged core read particularly heinous series articles friday times else paper,anger,negative
9598,im desperately trying stay away black really feeling proud whenever put together colourful outfit,joy,positive
9599,able write full letter insular minuscule probably never skill xviith century writing masters maria strick jan van den velde feel learning craft worthwhile effort,joy,positive
9600,could possibly forgotten would make feel idiotic last years whole forgot pack shirts thing,sadness,negative
9601,cant help wince feeling unpleasant tightness back dull ache head since ive opted resting wall behind,sadness,negative
9602,feel really pumped also eager try hiit high intensity interval training thanks new friend sarah,joy,positive
9603,truly standing staring window feeling incredibly melancholy verge tears,sadness,positive
9604,look better better time feel stupid,sadness,positive
9605,feel like tortured artist talk,fear,neutral
9606,possibly feel foolish,sadness,neutral
9607,feel like train smart take easy back former self time,joy,positive
9608,first heard like boyfriend,joy,positive
9609,found art side feel impressed work,surprise,positive
9610,really feel shamed,sadness,positive
9611,feel really need let know still thinking caring intense keep calling plus sms im like relationship communication key keeping alive best wishes,love,positive
9612,sitting today feeling miserable,sadness,negative
9613,really feel happen lifetime still working publishing know coming supporting bookstores,love,positive
9614,feel useful g way,joy,positive
9615,im home alone son im feeling sad,sadness,negative
9616,feel strong enough let negative thoughts feeling effect,joy,positive
9617,still feel irritable every day,anger,neutral
9618,feel dont believ keep faithful god gives chance feel apathetic much apathetic open mind hide feeling know youre playing show love like maybe youll gone happens,joy,positive
9619,like comfortable usually silence helps although times absolutely need music couple hours feel rushed,anger,positive
9620,honestly feel bit pressured made post photo stating wanted giant beers soon dont even know say,fear,positive
9621,longer hard feelings luckily unexpectedly met sweet interesting girl tumblr aiw fan also runs wonderful alice wonderland blog called still haunts phantomwise,joy,positive
